en_test,zh_test,GOOGLE,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
"And I should mention  that I have pancreatic cancer,  and I'd like you to please  be quick about this.""",我应该提一下 我有胰脏癌 但我想请你 能忽略这部分,我应该提一下，我患有胰腺癌，我希望你能尽快告知这一点。”,50,36.004,27.118,22.118,19.332,16.57,63.636,0.429,0.375,0.4,0.267,0.235,0.25,0.5,0.421,0.457,0.828,0.786,0.806
"Well, the next day we were in Cleveland.",那，第二天我们就到了克利夫兰市,好吧，第二天我们就到了克利夫兰。,81.25,80.623,79.933,79.17,77.412,66.353,20,0.778,0.7,0.737,0.75,0.667,0.706,0.778,0.7,0.737,0.932,0.906,0.919
"We took a look at her, we laughed, we cried,  and we knew that she needed to be in a hospice.",我们遇见了她，交谈着，哭泣着 我们知道她需要住进晚期病人的安养院,我们看着她，我们笑了，我们哭了，我们知道她需要住院。,53.946,40.029,32.091,27.747,30.099,25.799,61.29,0.4,0.545,0.462,0.222,0.286,0.25,0.421,0.444,0.432,0.761,0.828,0.793
"We found her one, we got her there,  and we took care of her  and watched over her family,  because it was necessary.",我们为她找了一个，带她过去 照顾她 并照料她的家庭 因为这是必须的,我们找到了她，把她带到了那里，我们照顾她并照顾她的家人，因为这是必要的。,61.111,43.825,34.069,26.312,21.917,18.786,56.667,0.529,0.562,0.545,0.2,0.174,0.186,0.571,0.48,0.522,0.841,0.839,0.84
It's something we knew how to do.,有些事我们需要知道如何去做,这是我们知道该怎么做的事情。,42.857,25.678,14.006,8.889,9.707,8.32,84.615,0.375,0.333,0.353,0,0,0,0.375,0.333,0.353,0.736,0.748,0.742
"And just as the woman who wanted to know me as an adult  got to know me,  she turned into a box of ashes  and was placed in my hands.",就是这个把我当做成年人看待 想了解我的女生 最终化成了盒中的粉末 安置在我的手中,而就在那个想认识我成年后的女人认识我的时候，她变成了一盒骨灰，放在了我的手里。,48.718,27.735,12.763,7.33,11.202,9.601,75.676,0.25,0.238,0.244,0.045,0.04,0.043,0.25,0.214,0.231,0.746,0.751,0.749
"And what had happened  was the circle had closed,  it had become a circle --  and that epiphany I talked about  presented itself.",所发生的 就是循环的结束 这就形成了一个循环-- 其中我所说的顿悟 就得到了自我体现,所发生的事情是，圆圈闭合了，它变成了一个圆圈——我所说的顿悟出现了。,45.777,37.377,31.74,26.214,22.43,19.225,62.162,0.421,0.444,0.432,0.261,0.261,0.261,0.417,0.417,0.417,0.727,0.749,0.738
The epiphany is  that death is a part of life.,这顿悟是 死亡是生命的一部分,顿悟是死亡是生命的一部分。,92.308,91.987,91.626,91.217,90.212,77.325,15.385,0.857,0.857,0.857,0.857,0.857,0.857,0.875,0.875,0.875,0.936,0.936,0.936
She saved my life;  I and my partner saved hers.,她救了我的命 我和我朋友救了她的命,她救了我的命；我和我的搭档救了她的。,72.222,65.179,57.069,47.184,37.24,31.92,31.25,0.875,0.7,0.778,0.75,0.643,0.692,0.867,0.765,0.812,0.878,0.843,0.86
"And you know, that part of life needs everything  that the rest of life does.",那段日子需要的东西 生命来完成,你知道，生活的这一部分需要生活其余部分所做的一切。,16,8.165,5.253,3.582,3.361,2.881,164.286,0.25,0.154,0.19,0,0,0,0.25,0.133,0.174,0.652,0.607,0.629
"It needs truth and beauty,  and I'm so happy it's been mentioned so much here today.",它需要真实和美好 我很高兴这些今天被多次的提到,它需要真实和美丽，我很高兴今天在这里被如此多地提及。,65.385,51.141,42.411,35.885,29.908,25.636,50,0.643,0.529,0.581,0.385,0.312,0.345,0.643,0.529,0.581,0.849,0.814,0.831
"It also needs --  it needs dignity,  love and pleasure,  and it's our job to hand those things out.",它还需要-- 它需要尊严 爱和欢乐 我们的工作就是把这些散步开去,它还需要——它需要尊严、爱和快乐，而我们的工作就是提供这些东西。,65.625,56.351,47.303,39.98,32.196,27.597,39.286,0.688,0.579,0.629,0.471,0.381,0.421,0.722,0.591,0.65,0.833,0.821,0.827
Thank you.,谢谢,谢谢。,66.667,57.735,55.032,0,58.333,38.889,50,1,0.5,0.667,0,0,0,1,0.5,0.667,0.852,0.805,0.828
"As an artist,  connection is very important to me.",作为一名艺术家， 联系对我来说是非常重要的 。,作为一名艺术家，联系对我来说非常重要。,90.009,84.861,81.12,77.479,79.532,68.171,9.524,0.846,1,0.917,0.667,0.8,0.727,0.846,1,0.917,0.967,0.992,0.979
Through my work I'm trying to articulate  that humans are not separate from nature  and that everything is interconnected.,通过我的艺术作品我试着阐明 人类不是与自然分隔开 而是每一件事都是互相联系的。,通过我的工作，我试图阐明人类与自然并不分离，一切都是相互关联的。,64.151,44.125,30.278,20.116,22.341,19.15,45.946,0.4,0.471,0.432,0.25,0.263,0.256,0.429,0.45,0.439,0.839,0.87,0.855
"I first went to Antarctica almost 10 years ago,  where I saw my first icebergs.",大约10年前我第一次去了南极洲， 我也第一次看到了冰山。,大约十年前，我第一次去南极洲，在那里我看到了第一座冰山。,78.571,66.069,48.982,34.461,29.536,25.317,34.615,0.769,0.667,0.714,0.4,0.375,0.387,0.688,0.647,0.667,0.912,0.877,0.894
I was in awe.,我感到敬畏。,我很敬畏。,65.498,51.781,41.827,34.983,32.667,27.222,33.333,0.75,0.75,0.75,0.333,0.333,0.333,0.75,0.75,0.75,0.878,0.916,0.897
"My heart beat fast, my head was dizzy,  trying to comprehend what it was that stood in front of me.",我的心快速地砰动，头晕目眩， 试着理解在我面前的这到底是什么。,我的心跳加快，头晕目眩，试图理解站在我面前的是什么。,72.55,63.096,53.883,44.95,42.098,36.084,33.333,0.625,0.714,0.667,0.444,0.5,0.471,0.684,0.765,0.722,0.864,0.907,0.885
"The icebergs around me  were almost 200 feet out of the water,  and I could only help but wonder  that this was one snowflake  on top of another snowflake,  year after year.",在我身边的冰山 浮出水面几乎200英尺。 我只能感到很奇怪 这就是一片雪花 覆盖在另一片雪花， 年复一年形成的。,我周围的冰山几乎露出水面 200 英尺，我忍不住想知道这是一片雪花叠在另一片雪花上，年复一年。,62.704,50.961,41.528,32.312,32.39,24.293,40.816,0.583,0.636,0.609,0.214,0.25,0.231,0.533,0.615,0.571,0.839,0.868,0.853
Icebergs are born  when they calve off of glaciers  or break off of ice shelves.,冰山的形成是 当它们从冰川断裂开 或者从冰架上断裂开。,当冰山从冰川中崩解或从冰架上脱落时，冰山就诞生了。,48,34.641,25.014,16.332,15.098,12.941,68,0.5,0.438,0.467,0.2,0.176,0.187,0.412,0.389,0.4,0.782,0.805,0.793
Each iceberg has its own individual personality.,每个冰山都有它们自己的独特个性。,每座冰山都有自己的个性。,65.682,54.726,44.112,28.752,34.402,29.488,31.25,0.7,0.875,0.778,0.444,0.571,0.5,0.7,0.875,0.778,0.889,0.956,0.921
They have a distinct way  of interacting with their environment  and their experiences.,它们 与其周边的环境 和其情况的互动具有一个鲜明的方式。,他们有独特的方式与环境和经历互动。,41.573,27.661,18.18,10.603,19.195,16.453,65.385,0.429,0.545,0.48,0.133,0.2,0.16,0.312,0.455,0.37,0.74,0.809,0.773
"Some refuse to give up  and hold on to the bitter end,  while others can't take it anymore  and crumble in a fit of dramatic passion.",有些冰山拒绝妥协 坚持到底， 而另一些冰山就不能忍受 在一时剧烈激情喷涌下就水崩冰裂。,有些人拒绝放弃并坚持到痛苦的结局，而另一些人则无法再忍受并在戏剧性的激情中崩溃。,50,35.806,23.808,16.434,15.725,13.479,67.5,0.5,0.417,0.455,0.143,0.12,0.13,0.455,0.385,0.417,0.756,0.753,0.754
"It's easy to think, when you look at an iceberg,  that they're isolated,  that they're separate and alone,  much like we as humans sometimes view ourselves.",当你看到冰山，很容易就想到 它们都是孤立的， 它们是独立的，单独一体的， 更像是我们人类有时候对自身的看法。,当你看着一座冰山时，很容易想到它们是孤立的，它们是分开的和孤独的，就像我们人类有时看待自己一样。,72.413,56.429,46.032,37.775,33.61,28.809,37.255,0.577,0.577,0.577,0.323,0.345,0.333,0.588,0.625,0.606,0.861,0.867,0.864
But the reality is far from it.,但现实远不止这个。,但现实却远非如此。,55.556,37.268,27.072,20.165,15.807,13.549,55.556,0.6,0.5,0.545,0.25,0.2,0.222,0.6,0.5,0.545,0.844,0.847,0.845
"As an iceberg melts,  I am breathing in  its ancient atmosphere.",随着冰山融化， 我呼吸到 它古老的气味。,当冰山融化时，我呼吸着它古老的气氛。,83.333,70.014,59.857,48.902,36.619,31.388,27.778,0.75,0.692,0.72,0.455,0.417,0.435,0.75,0.692,0.72,0.909,0.914,0.911
"As the iceberg melts,  it is releasing mineral-rich fresh water  that nourishes many forms of life.",随着冰山融化， 它释放了富有矿物质的鲜水 它们滋养了万物。,随着冰山融化，它释放出富含矿物质的淡水，滋养着多种生命形式。,63.333,53.283,46.631,41.633,36.097,30.94,44.444,0.667,0.588,0.625,0.4,0.353,0.375,0.625,0.556,0.588,0.881,0.857,0.868
"I approach photographing these icebergs  as if I'm making portraits of my ancestors,  knowing that in these individual moments  they exist in that way  and will never exist that way again.",我着手拍摄这些冰山 好似我在拍摄我祖先的肖像， 了解到在这些个别的时刻 冰山原是以那样方式存在 但再也不会像那样存在了。,我拍摄这些冰山就像在为我的祖先拍摄肖像一样，知道在这些单独的时刻它们以这种方式存在，并且永远不会再以这种方式存在。,63.158,43.787,30.325,21.319,20.194,17.309,58.929,0.6,0.577,0.588,0.152,0.156,0.154,0.529,0.5,0.514,0.848,0.843,0.846
"It is not a death when they melt;  it is not an end,  but a continuation  of their path through the cycle of life.",当它们融化时，这绝不是死亡； 也绝不是一个终结， 而是 通往生生不息之路的一个延续。,当它们融化时，这并不是死亡；而是死亡。这不是终点，而是生命循环之路的延续。,66.573,56.156,46.789,37.596,33.278,28.524,41.026,0.65,0.722,0.684,0.409,0.391,0.4,0.583,0.583,0.583,0.839,0.892,0.864
Some of the ice in the icebergs that I photograph is very young --  a couple thousand years old.,我拍摄过的冰山，有些冰是非常年轻-- 几千年年龄。,我拍摄的冰山中的一些冰非常年轻——有几千年的历史。,68,53.229,39.492,23.003,22.659,19.422,43.478,0.571,0.571,0.571,0.231,0.188,0.207,0.571,0.471,0.516,0.84,0.83,0.835
"And some of the ice  is over 100,000 years old.",有些冰 超过十万年。,有些冰已经有超过 10 万年的历史了。,50,36.515,21.197,13.834,13.121,9.841,88.889,0.8,0.364,0.5,0.25,0.1,0.143,0.8,0.364,0.5,0.924,0.805,0.86
"The last pictures I'd like to show you  are of an iceberg that I photographed  in Qeqetarsuaq, Greenland.",我想给大家展示的最后图片 是我在格陵兰岛的 Kekertsuatsiak上拍摄的一个冰山。,我想向您展示的最后一张照片是我在格陵兰岛 Qeqetarsuaq 拍摄的一座冰山。,73.291,65.567,56.938,48.399,34.565,25.924,33.333,0.647,0.647,0.647,0.421,0.444,0.432,0.65,0.684,0.667,0.905,0.917,0.911
It's a very rare occasion  that you get to actually witness  an iceberg rolling.,这是一个非常难得的机会 大家实际上得以见证 一个冰山翻滚。,这是一个非常罕见的机会，你可以真正目睹冰山滚动。,55.156,41.147,32.382,25.579,24.926,21.366,51.852,0.538,0.5,0.519,0.231,0.231,0.231,0.5,0.5,0.5,0.804,0.828,0.815
So here it is.,所以这就如图所示。,所以就是这样。,53.677,25.928,17.159,12.411,14.683,12.585,55.556,0.4,0.5,0.444,0,0,0,0.4,0.5,0.444,0.752,0.803,0.777
You can see on the left side a small boat.,在左边你能看到一个小船。,你可以看到左边有一艘小船。,69.231,48.038,27.58,17.997,18.609,15.951,50,0.625,0.625,0.625,0.143,0.143,0.143,0.5,0.5,0.5,0.9,0.898,0.899
That's about a 15-foot boat.,这是一个约15英尺的船。,这大约是一艘15英尺长的船。,76.923,56.614,38.77,23.233,26.469,22.688,36.364,0.625,0.5,0.556,0.429,0.333,0.375,0.625,0.5,0.556,0.922,0.878,0.899
And I'd like you to pay attention  to the shape of the iceberg  and where it is at the waterline.,我想让你注意 冰山的形状 它在水面上的变形。,我希望你注意冰山的形状以及它在吃水线的位置。,63.636,49.237,41.741,37.194,32.986,28.274,45,0.643,0.692,0.667,0.357,0.385,0.37,0.667,0.714,0.69,0.843,0.813,0.828
"You can see here, it begins to roll,  and the boat has moved to the other side, and the man is standing there.",在这儿你看到它开始翻滚， 小船移动到另一边，一个男人站在那里。,你可以看到这里，它开始滚动，船已经移到了另一边，那个人站在那里。,75,51.588,39.599,30.422,26.409,22.637,46.667,0.529,0.5,0.514,0.222,0.211,0.216,0.526,0.5,0.513,0.888,0.868,0.878
This is an average-size Greenlandic iceberg.,这是一个平均尺寸的格陵兰冰山。,这是一座中等大小的格陵兰冰山。,66.667,61.721,56.022,49.203,41.762,35.796,33.333,0.625,0.625,0.625,0.429,0.429,0.429,0.625,0.625,0.625,0.879,0.878,0.879
"It's about 120 feet above the water,  or 40 meters.",它浮出水面大约有120英尺高 或者40米高。,它距水面约 120 英尺，即 40 米。,52.362,34.469,19.445,12.577,30.034,22.526,44.444,0.583,0.636,0.609,0.167,0.2,0.182,0.538,0.636,0.583,0.781,0.842,0.81
And this video is real time.,这视频是实时拍摄的。,而且这个视频是实时的。,72.727,60.302,49.49,41.723,32.558,27.907,50,0.714,0.714,0.714,0.5,0.5,0.5,0.714,0.714,0.714,0.868,0.855,0.861
